id,spp,plot,subplot,FullExpTrt,PlantGMTrt,ExpSoilSource,ExpFungSource,machine,anet,gsw,iwue,ci.ca,Vcmax,Jmax,Rd,TPU,leaf_length,tla,jmax_vcmax,date,alive_dead,height_cm,number_leaves,gasket,shoot_mass_g,root_mass_g,rhizome_mass_g,root_shoot_withoutRhizome,root_shoot,root_rhizome,rhizome_shoot,total_biomass,leaf_area_ratio,note
5722,Tri,6,6,PlantNW-SoilW-FungWsterile,NW,W,Wsterile,yadi,0.05370212,0.003161084,16.98851407,0.891281258,2.706406943,7.741237597,0.647825758,NA,6.1,53.42267582,0.349609079,12/22/25,alive,10.9,3,good,3.44,2.65,16.93,0.770348837,5.691860465,6.388679245,4.921511628,23.02,2.320707029,flowering
5742,Tri,6,3,PlantW-SoilNW-FungNW,W,NW,NW,ozzie,-0.618181299,-0.000187561,3295.896931,NA,NA,NA,NA,NA,5.6,44.26022929,NA,12/23/25,alive,11.8,3,good,2.25,1.56,8.23,0.693333333,4.351111111,5.275641026,3.657777778,12.04,3.676098778,
5771,Tri,6,5,PlantNW-SoilNW-FungNW,NW,NW,NW,gibson,2.520486616,0.02618498,96.2569627,0.550422399,17.356197,39.79416543,0.631284799,NA,5.5,42.54004225,0.43614929,12/22/25,alive,15.8,6,good,4.46,1.68,6.82,0.376681614,1.905829596,4.05952381,1.529147982,12.96,3.282410667,"cryovial reads ""5267_tri_pink"" but should be ""5771"", twin"
583,Tri,3,23,PlantNW-SoilNW-FungW,NW,NW,W,albert,0.367517887,0.005162979,71.18330076,0.679354769,7.061984597,13.57313035,1.118489647,NA,6,51.51488692,0.520291518,12/23/25,alive,13.5,3,good,1.23,1.33,10.74,1.081300813,9.81300813,8.07518797,8.731707317,13.3,3.873299768,senessed
5852,Tri,6,9,PlantW-SoilW-FungNW,W,W,NW,ozzie,-0.127662556,0.000998929,NA,NA,2.163766199,6.229874123,0.819540956,NA,5.4,40.8569809,0.347321014,12/23/25,alive,10.4,3,good,1.61,1.63,11.07,1.01242236,7.888198758,6.791411043,6.875776398,14.31,2.855134934,
5865,Tri,6,2,PlantW-SoilW-FungNW,W,W,NW,gibson,-0.269947664,0.004507356,NA,NA,1.829858765,5.324774367,0.900813554,NA,4.8,31.53049016,0.34365001,12/22/25,alive_other,6.5,3,good,0.96,0.53,6.75,0.552083333,7.583333333,12.73584906,7.03125,8.24,3.826515797,seneseed
5877,Tri,5,27,PlantW-SoilW-FungNW,W,W,NW,gibson,0.047244219,0.010024751,4.712757354,0.883874305,3.105747606,5.480693756,0.628235944,NA,7.2,76.93633466,0.566670525,12/22/25,alive,15.2,3,good,2.88,1.11,9.11,0.385416667,3.548611111,8.207207207,3.163194444,13.1,5.873002646,
5904,Tri,5,9,PlantW-SoilW-FungNW,W,W,NW,yadi,-0.055352633,0.003319733,NA,0.900770907,2.323753083,5.42849395,0.712009097,NA,4.5,27.35694078,0.428065888,12/24/25,alive,5.4,2,good,0.33,1.03,4.83,3.121212121,17.75757576,4.689320388,14.63636364,6.19,4.41953809,droopy
614,Tri,5,11,PlantNW-SoilW-FungW,NW,W,W,yadi,1.504300387,0.00915424,164.3282579,0.303543199,40.28046033,69.2561239,2.101583353,NA,6.1,53.42267582,0.581615864,12/23/25,alive,12.5,6,good,6.12,1.45,29.71,0.236928105,5.091503268,20.48965517,4.854575163,37.28,1.43301169,twins
632,Tri,7,8,PlantW-SoilW-FungW,W,W,W,albert,-0.060068151,0.006948284,NA,NA,1.85002086,4.819561495,0.616575082,NA,5,34.49324154,0.383856677,12/24/25,alive,12.2,3,good,1.61,0.59,10.38,0.366459627,6.813664596,17.59322034,6.447204969,12.58,2.741911092,senessed
6507,Tri,7,12,PlantNW-SoilNW-FungW,NW,NW,W,albert,0.430141368,0.006933948,62.03412082,0.71319542,5.63884108,14.64151478,0.806403607,NA,5.9,49.64487547,0.385126892,12/23/25,alive,10.5,6,good,3.37,3.02,15.56,0.896142433,5.513353116,5.152317881,4.617210682,21.95,2.261725534,twins
6558,Tri,3,22,PlantNW-SoilNW-FungNW,NW,NW,NW,albert,0.573175585,0.012130243,47.25177903,0.793346685,5.87569892,15.91798245,0.878454371,NA,6.5,61.43408363,0.369123344,12/23/25,alive,11.6,3,good,2.46,2.48,11.37,1.008130081,5.630081301,4.584677419,4.62195122,16.31,3.766651357,
6875,Tri,5,29,PlantNW-SoilNW-FungW,NW,NW,W,stan,1.686944844,0.016317314,103.3837336,0.522070941,16.07841425,36.94975775,1.160611451,NA,7.1,74.60507429,0.435142616,12/22/25,alive,14.9,3,good,4.86,1.44,11.51,0.296296296,2.664609053,7.993055556,2.368312757,17.81,4.18894297,flowering
6879,Tri,6,36,PlantNW-SoilNW-FungW,NW,NW,W,gibson,-0.013387395,0.002747377,NA,0.959532994,NA,NA,NA,NA,4.7,30.10338185,NA,12/24/25,alive,3.5,3,good,0.8,0.83,4.09,1.0375,6.15,4.927710843,5.1125,5.72,5.262828994,droopy
6881,Tri,5,10,PlantNW-SoilW-FungNW,NW,W,NW,gibson,-0.132707823,0.00261129,NA,NA,2.711471151,4.811376328,0.80185113,0.327529377,4.3,24.75315733,0.563554161,12/23/25,alive,8.5,6,good,1.8,1.05,11.34,0.583333333,6.883333333,10.8,6.3,14.19,1.744408551,
6885,Tri,3,20,PlantW-SoilW-FungW,W,W,W,stan,-0.048046396,0.002489452,NA,0.77880291,3.388234169,6.93668346,1.106262453,NA,4.9,32.99372696,0.488451605,12/23/25,alive,10.8,3,good,0.61,0.85,2.98,1.393442623,6.278688525,3.505882353,4.885245902,4.44,7.431019585,senessed
6894,Tri,7,20,PlantW-SoilNW-FungNW,W,NW,NW,stan,4.528378127,0.045097374,100.4133437,0.581878254,26.23024928,60.30325071,0.693085236,NA,2.1,5.115433561,0.434972393,12/23/25,alive,13.7,3,good,1.23,0.66,5.18,0.536585366,4.74796748,7.848484848,4.211382114,7.07,0.723540815,
7147,Tri,5,9,PlantW-SoilNW-FungW,W,NW,W,yadi,0.178438999,-3.07E-05,NA,NA,19.06047198,29.9893305,4.776861874,NA,6.6,63.53260431,0.635575108,12/22/25,alive,15,3,good,3.5,1.34,13.84,0.382857143,4.337142857,10.32835821,3.954285714,18.68,3.401103015,flowering
7574,Tri,7,12,PlantNW-SoilW-FungNW,NW,W,NW,albert,0.961593334,0.007796984,123.3288789,0.475162044,12.7720511,22.73163162,1.158693034,NA,4.7,30.10338185,0.561862488,12/23/25,alive,9.3,3,good,2.2,0.93,38.28,0.422727273,17.82272727,41.16129032,17.4,41.41,0.726959233,leaf -20?C stripped
774,Tri,3,20,PlantW-SoilNW-FungNW,W,NW,NW,gibson,0.448640889,0.005366186,83.60516239,0.639755616,5.322730335,13.51513728,0.415689302,NA,6.5,61.43408363,0.393834722,12/22/25,alive,13.9,3,good,2.1,3.66,13.13,1.742857143,7.995238095,3.587431694,6.252380952,18.89,3.252201357,
902,Tri,3,7,PlantW-SoilW-FungNW,W,W,NW,ozzie,1.053311665,0.011513234,91.48703343,0.575888742,9.271648767,24.32352112,0.713472766,NA,7.2,76.93633466,0.381180369,12/23/25,alive,10.1,3,good,1.76,1.01,3.92,0.573863636,2.801136364,3.881188119,2.227272727,6.69,11.5001995,
9145,Tri,4,3,PlantW-SoilW-FungNW,W,W,NW,stan,1.049454132,0.008742128,120.045615,0.424868094,10.13244169,23.21655456,0.707904336,NA,6.4,59.37395005,0.436431757,12/24/25,alive,17.4,3,good,2.89,2.79,22.42,0.965397924,8.723183391,8.035842294,7.757785467,28.1,2.112951959,
916,Tri,3,16,PlantNW-SoilW-FungNWsterile,NW,W,NWsterile,ozzie,0.72315436,0.010790846,67.01553738,0.674397266,7.699026803,21.26256337,0.838902967,NA,4.6,28.71225019,0.362093068,12/22/25,alive,10.2,3,good,1.91,0.3,19.56,0.157068063,10.39790576,65.2,10.2408377,21.77,1.318890684,
955,Tri,3,8,PlantW-SoilNW-FungW,W,NW,W,gibson,1.513121975,0.016944253,89.30000973,0.579501811,10.1349374,26.84779869,0.999020858,NA,6.5,61.43408363,0.377496029,12/24/25,alive,13,6,good,6.59,3.24,22.04,0.491654021,3.836115326,6.802469136,3.344461305,31.87,1.927646176,twins
972,Tri,7,11,PlantNW-SoilW-FungW,NW,W,W,albert,1.442878178,0.01390103,103.7964975,0.548434298,11.15256164,25.75675252,0.813556022,NA,6.5,61.43408363,0.432995644,12/22/25,alive,18.3,3,good,5.23,2.47,21.15,0.472275335,4.51625239,8.562753036,4.043977055,28.85,2.129430975,
978,Tri,6,6,PlantNW-SoilNW-FungNW,NW,NW,NW,stan,0.268103207,0.005608976,47.79895516,0.686046843,7.372035078,12.64452131,1.561790668,NA,4.8,31.53049016,0.583022077,12/23/25,alive,13.5,3,good,1.96,2.01,8.13,1.025510204,5.173469388,4.044776119,4.147959184,12.1,2.605825633,
989,Tri,4,13,PlantW-SoilW-FungNW,W,W,NW,albert,-0.037069885,0.002401236,NA,NA,2.327207683,6.596586409,1.047283944,NA,5.5,42.54004225,0.352789691,12/23/25,alive,9.3,9,good,3.07,1.6,25.02,0.521172638,8.671009772,15.6375,8.149837134,29.69,1.432807081,"triplets; 2-3 rhizomes?, senessed"
flag1,Tri,5,14,PlantW-SoilW-FungNW,W,W,NW,albert,0.0120064,0.005016946,2.393169071,0.919965826,2.256233906,5.980798218,0.5427327,NA,5.1,36.02918078,0.377246284,12/23/25,alive,12,6,good,2.41,1.32,12.56,0.547717842,5.7593361,9.515151515,5.211618257,16.29,2.211736082,twins
flag2,Tri,5,14,PlantW-SoilNW-FungW,W,NW,W,albert,-0.131001282,0.002167695,NA,NA,1.981856786,5.019001176,0.85203505,NA,4,21.11212657,0.394870755,12/23/25,alive,8.2,3,good,0.54,0.46,5.03,0.851851852,10.16666667,10.93478261,9.314814815,6.03,3.501181853,senessed
flag3,Tri,5,14,PlantW-SoilW-FungW,W,W,W,stan,-0.287434802,0.002674502,NA,NA,1.465578428,3.384842829,0.513305276,NA,5.7,46.01767605,0.432982712,12/23/25,alive,10.4,3,good,1.49,0.97,9.38,0.651006711,6.946308725,9.670103093,6.295302013,11.84,3.886628045,seneseed
1184(5226),Tri,6,2,PlantW-SoilNW-FungNW,W,NW,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/22/25,dead,0,0,good,0,0,9.41,NA,NA,NA,NA,9.41,NA,
2074,Tri,6,16,PlantNW-SoilNW-FungNW,NW,NW,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/25,dead,0,0,good,0,0,15.76,NA,NA,NA,NA,15.76,NA,
2886,Tri,7,24,PlantNW-SoilW-FungNW,NW,W,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,dead,0,0,good,0,1.32,4.38,NA,NA,3.318181818,NA,5.7,NA,no leaf samples; no leaves
3071,Tri,7,8,PlantW-SoilNW-FungNW,W,NW,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,dead,0,0,good,0,0.64,9.76,NA,NA,15.25,NA,10.4,NA,
3309,Tri,4,9,PlantW-SoilNW-FungNW,W,NW,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/25,alive,2.4,3,good,0.14,0.47,8.93,3.357142857,67.14285714,19,63.78571429,9.54,NA,"not unwhorled, other"
3379,Tri,6,11,PlantNW-SoilNW-FungNWsterile,NW,NW,NWsterile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,alive,6.1,3,good,1.04,1.32,5.07,1.269230769,6.144230769,3.840909091,4.875,7.43,NA,
3427,Tri,7,35,PlantNW-SoilW-FungNW,NW,W,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/25,alive,4.5,3,good,0.21,0.42,1.76,2,10.38095238,4.19047619,8.380952381,2.39,NA,senessed
4431,Tri,5,23,PlantNW-SoilW-FungNW,NW,W,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,alive,4.5,3,good,0.8,0.96,23.44,1.2,30.5,24.41666667,29.3,25.2,NA,"not unwhorled, other"
4543(5232),Tri,6,16,PlantNW-SoilW-FungW,NW,W,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,alive,5.8,3,good,0.64,0.17,3.38,0.265625,5.546875,19.88235294,5.28125,4.19,NA,
4777B,Tri,6,2,PlantW-SoilW-FungNWsterile,W,W,NWsterile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,alive,4.5,3,good,0.28,0.19,1.48,0.678571429,5.964285714,7.789473684,5.285714286,1.95,NA,
5031,Tri,6,28,PlantNW-SoilNW-FungW,NW,NW,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,alive,4.2,3,good,0.32,0.53,10.55,1.65625,34.625,19.90566038,32.96875,11.4,NA,"not unwhorled, other"
5403,Tri,6,6,PlantNW-SoilNW-FungW,NW,NW,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,dead,0,0,good,0,0,10.17,NA,NA,NA,NA,10.17,NA,rotted?
5488,Tri,3,1,PlantW-SoilNW-FungNWsterile,W,NW,NWsterile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/25,dead,0,0,good,0,1.95,16.54,NA,NA,8.482051282,NA,18.49,NA,
684,Tri,6,2,PlantW-SoilNW-FungNW,W,NW,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,alive,0.8,3,good,0.04,1.59,8.5,39.75,252.25,5.34591195,212.5,10.13,NA,"not unwhorled, other"
6887,Tri,5,2,PlantW-SoilNW-FungNW,W,NW,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,dead,0,0,good,0.1,1.05,3.72,10.5,47.7,3.542857143,37.2,4.87,NA,leaf buried
7120,Tri,5,17,PlantNW-SoilNW-FungNWsterile,NW,NW,NWsterile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,alive,5,6,good,0.6,0.04,8.33,0.066666667,13.95,208.25,13.88333333,8.97,NA,twins
827,Tri,4,9,PlantW-SoilNW-FungNW,W,NW,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/24/25,dead,0,0,good,0.01,1.18,10.49,118,1167,8.889830508,1049,11.68,NA,leaf under ground
86,Tri,5,9,PlantW-SoilNW-FungW,W,NW,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/23/25,alive,3.7,3,good,0.61,0.43,9.35,0.704918033,16.03278689,21.74418605,15.32786885,10.39,NA,senessed
